flowStartMilliseconds,flowDurationMilliseconds,sourceIPAddress,destinationIPAddress,protocolIdentifier,packetTotalCount
1438318803684,0,201.126.50.225,77.188.51.251,1,1
1438318803684,0,201.126.42.166,174.37.96.161,1,1
1438318803684,0,201.126.50.225,91.189.132.48,1,1
1438318803684,0,201.126.50.225,77.240.132.38,1,1
1438318803684,0,134.215.206.136,0.72.56.40,1,1
1438318803684,0,134.215.215.179,210.144.85.192,1,1
1438318803685,0,26.255.205.73,201.126.50.225,1,1
1438318803685,0,201.126.50.225,69.30.20.186,1,1
1438318803685,0,201.126.50.225,166.229.123.91,1,1
1438318803685,0,201.126.50.225,88.9.153.217,1,1
1438318803685,0,156.169.222.18,200.55.37.58,17,1
1438318803685,0,201.126.50.225,63.22.124.252,1,1
1438318803685,0,201.126.50.225,164.121.219.231,1,1
1438318803685,0,201.126.50.225,205.245.125.195,1,1
1438318803685,0,114.114.243.237,201.126.50.225,1,1
1438318803685,0,111.57.16.133,201.126.44.145,17,1
1438318803685,0,201.126.50.225,117.11.216.189,1,1
1438318803685,0,201.126.50.225,196.219.218.159,1,1
1438318803685,0,201.126.50.225,117.135.209.191,1,1
1438318803685,0,201.126.50.225,101.91.237.150,1,1
1438318803685,0,94.250.86.167,201.126.50.225,1,1
1438318803685,0,201.126.50.225,128.82.157.96,1,1
1438318803685,0,201.126.50.225,166.31.77.231,1,1
1438318803685,0,201.126.50.225,66.116.77.64,1,1
1438318803685,0,201.126.50.225,82.8.197.26,1,1
1438318803685,0,201.126.50.225,152.38.120.204,1,1
1438318803685,0,56.99.56.45,201.126.50.225,1,1
1438318803685,0,201.126.50.225,72.165.206.154,1,1
1438318803685,0,201.126.50.225,9.96.87.202,1,1
1438318803685,0,201.126.50.225,94.15.28.111,1,1
1438318803685,0,201.126.50.225,105.13.40.149,1,1
1438318803685,0,193.177.57.122,182.55.114.81,6,3
1438318803685,0,201.126.50.225,107.201.35.177,1,1
1438318803685,0,110.193.47.198,201.126.50.225,1,1
1438318803685,0,163.244.136.19,145.182.67.186,6,1
1438318803685,0,201.126.50.225,84.18.143.152,1,1
1438318803685,0,201.126.50.225,144.212.111.240,1,1
1438318803685,0,201.126.50.225,167.55.222.234,1,1
1438318803686,0,134.215.253.247,5.246.16.89,1,1
1438318803686,0,171.248.72.145,201.126.50.225,1,1
1438318803686,0,201.126.50.225,121.252.163.255,1,1
1438318803686,0,201.126.50.225,203.61.85.252,1,1
1438318803686,0,201.126.50.225,203.130.70.95,1,1
1438318803686,0,201.126.50.225,192.69.65.78,1,1
1438318803686,0,201.126.50.225,170.246.151.215,1,1
1438318803686,0,201.126.50.225,25.10.234.54,1,1
1438318803686,0,88.76.67.167,201.126.50.225,1,1
1438318803686,0,201.126.50.225,66.210.51.254,1,1
1438318803686,0,201.126.50.225,85.206.89.183,1,1
1438318803686,0,201.126.50.225,173.39.41.3,1,1
1438318803686,0,201.126.50.225,9.245.202.10,1,1
1438318803686,0,69.155.7.197,201.126.50.225,1,1
1438318803686,0,74.198.178.139,145.182.156.49,6,1
1438318803686,0,201.126.50.225,116.8.163.32,1,1
1438318803686,0,201.126.50.225,74.88.171.235,1,1
1438318803686,0,201.126.50.225,90.138.86.54,1,1
1438318803686,0,201.126.50.225,208.164.64.63,1,1
1438318803686,0,201.126.50.225,200.251.245.151,1,1
1438318803686,0,215.72.116.83,145.182.64.166,6,1
1438318803686,0,201.126.50.225,203.189.150.188,1,1
1438318803686,0,201.126.50.225,164.228.225.244,1,1
1438318803686,0,201.126.50.225,121.100.115.127,1,1
1438318803687,0,201.126.50.225,94.43.232.124,1,1
1438318803687,0,201.126.50.225,27.103.94.136,1,1
1438318803686,1,204.48.50.33,145.187.182.118,17,2
1438318803687,0,201.126.50.225,92.156.102.185,1,1
1438318803687,0,201.126.50.225,41.225.20.231,1,1
1438318803687,0,201.126.50.225,94.54.102.211,1,1
1438318803687,0,201.126.50.225,116.188.20.1,1,1
1438318803687,0,201.126.50.225,71.163.93.19,1,1
1438318803687,0,201.126.50.225,70.127.174.233,1,1
1438318803687,0,81.84.222.104,145.182.143.30,6,1
1438318803687,0,20.213.44.78,201.126.121.66,6,1
1438318803687,0,18.123.209.217,201.126.34.62,6,1
1438318803687,0,201.126.50.225,86.109.69.255,1,1
1438318803416,270,87.109.86.175,201.126.47.49,6,2
1438318803687,0,201.126.50.225,172.212.135.233,1,1
1438318803687,0,37.49.61.166,200.60.129.124,6,1
1438318803687,0,201.126.50.225,4.162.27.254,1,1
1438318803687,0,0.51.229.80,134.138.112.221,6,1
1438318803687,0,223.139.166.104,201.126.50.225,1,1
1438318803687,0,0.102.139.249,201.126.53.89,6,1
1438318803687,0,201.126.50.225,117.254.31.46,1,1
1438318803687,0,166.41.130.60,201.126.50.225,1,1
1438318803688,0,201.126.50.225,16.230.121.183,1,1
1438318803688,0,201.126.50.225,78.70.211.48,1,1
1438318803688,0,201.126.50.225,168.50.225.97,1,1
1438318803339,348,182.55.158.166,32.91.36.214,6,2
1438318803688,0,173.37.134.194,201.126.50.225,1,1
1438318803688,0,24.180.45.65,145.5.189.34,17,1
1438318803688,0,201.126.50.225,130.168.38.156,1,1
1438318803688,0,201.126.50.225,64.30.144.37,1,1
1438318803688,0,107.173.243.119,145.182.67.186,17,1
1438318803688,0,201.126.50.225,108.72.130.153,1,1
1438318803688,0,201.126.50.225,167.68.223.237,1,1
1438318803688,0,201.126.50.225,174.167.45.202,1,1
1438318803688,0,201.126.50.225,23.95.248.253,1,1
1438318803688,0,201.126.50.225,77.45.179.150,1,1
1438318803688,0,145.160.229.244,120.173.95.189,17,1
1438318803688,0,217.74.216.208,201.126.50.225,1,1
1438318803688,0,221.123.53.224,201.126.50.225,1,1
1438318803688,0,134.215.91.50,197.92.248.171,17,1
1438318803688,0,163.154.127.32,201.126.50.225,1,1
1438318803688,0,102.6.66.129,201.126.50.225,1,1
1438318803688,0,201.47.112.251,200.60.74.180,6,1
1438318803688,0,150.173.42.104,15.164.120.115,6,1
1438318803688,0,47.254.197.179,200.60.159.125,17,1
1438318803645,43,97.127.161.0,200.60.158.141,6,2
1438318803689,0,168.79.124.181,201.126.50.225,1,1
1438318803689,0,203.49.138.86,201.126.50.225,1,1
1438318803689,0,201.126.50.225,79.170.40.224,1,1
1438318803689,0,201.126.50.225,71.164.227.189,1,1
1438318803689,0,201.126.50.225,88.239.58.25,1,1
1438318803689,0,201.126.50.225,15.203.216.17,1,1
1438318803689,0,201.126.50.225,192.188.234.60,1,1
1438318803689,0,171.32.151.75,201.126.50.225,1,1
1438318803689,0,215.36.140.178,201.126.50.225,1,1
1438318803311,377,18.123.209.217,201.126.35.46,6,3
1438318803689,0,201.126.50.225,78.88.28.211,1,1
1438318803689,0,123.207.84.74,145.182.67.207,6,1
1438318803689,0,201.126.50.225,51.214.66.227,1,1
1438318803689,0,201.126.50.225,200.210.69.152,1,1
1438318803689,0,201.126.50.225,140.36.13.186,1,1
1438318803689,0,201.126.50.225,73.15.216.245,1,1
1438318803628,61,64.192.127.151,136.67.83.49,6,2
1438318803690,0,201.126.42.226,81.162.105.239,17,1
1438318803690,0,201.126.50.225,173.103.48.191,1,1
1438318803690,0,201.126.50.225,56.41.230.205,1,1
1438318803674,15,204.48.50.33,145.187.56.93,17,2
1438318803690,0,201.126.50.225,121.66.81.195,1,1
1438318803690,0,201.126.50.225,166.92.48.252,1,1
1438318803690,0,109.155.65.242,134.138.171.2,6,1
1438318803690,0,201.126.50.225,88.210.96.68,1,1
1438318803690,0,201.126.50.225,186.48.229.87,1,1
1438318803690,0,41.41.151.103,201.126.50.225,1,1
1438318803690,0,201.126.50.225,215.61.108.153,1,1
1438318803690,0,166.81.247.172,201.126.50.225,1,1
1438318803690,0,69.180.34.206,201.126.50.225,1,1
1438318803690,0,201.126.50.225,93.254.67.3,1,1
1438318803690,0,201.126.50.225,105.184.233.11,1,1
1438318803690,0,201.126.50.225,111.119.23.83,1,1
1438318803434,256,115.225.189.46,134.138.68.22,6,4
1438318803690,0,213.120.37.120,134.138.171.69,17,1
1438318803690,0,201.126.50.225,94.193.77.29,1,1
1438318803690,0,201.126.50.225,110.67.246.126,1,1
1438318803690,0,201.126.50.225,56.237.161.40,1,1
1438318803690,0,201.126.50.225,69.44.211.85,1,1
1438318803293,397,213.92.189.20,182.55.158.138,6,6
1438318803691,0,201.126.50.225,199.195.230.149,1,1
1438318803691,0,201.126.50.225,117.113.55.63,1,1
1438318803326,364,37.162.1.4,201.126.34.77,6,5
1438318803691,0,120.232.183.21,201.126.50.225,1,1
1438318803462,229,150.173.252.190,32.88.119.46,6,4
1438318803691,0,201.126.50.225,94.26.203.215,1,1
1438318803691,0,201.126.50.225,127.137.230.220,1,1
1438318803691,0,201.126.50.225,134.112.200.70,1,1
1438318803691,0,201.126.50.225,70.119.210.217,1,1
1438318803692,0,150.173.97.122,202.20.18.227,17,1
1438318803692,0,201.126.50.225,2.166.133.14,1,1
1438318803692,0,193.24.139.219,200.55.56.180,6,1
1438318803692,0,177.22.125.56,134.215.195.128,6,1
1438318803692,0,201.126.50.225,0.195.250.72,1,1
1438318803692,0,201.126.50.225,166.85.68.63,1,1
1438318803587,104,193.177.57.181,200.60.129.0,6,6
1438318803692,0,26.148.188.74,136.67.94.185,6,1
1438318803692,0,201.126.50.225,98.122.120.141,1,1
1438318803692,0,162.13.211.252,134.138.171.150,17,1
1438318803441,251,201.126.37.223,32.203.27.166,6,4
1438318803692,0,201.126.50.225,163.228.49.107,1,1
1438318803692,0,201.126.50.225,82.12.8.150,1,1
1438318803692,0,201.126.50.225,95.12.153.175,1,1
1438318803692,0,0.51.229.82,134.138.158.179,6,1
1438318803692,0,201.126.50.225,23.174.134.126,1,1
1438318803692,0,201.126.50.225,65.130.146.94,1,1
1438318803692,0,201.126.50.225,66.161.239.76,1,1
1438318803692,0,201.126.50.225,160.117.8.16,1,1
1438318803692,0,201.126.50.225,161.231.114.255,1,1
1438318803692,0,201.126.50.225,105.192.55.131,1,1
1438318803692,0,201.126.50.225,126.105.52.32,1,1
1438318803692,0,201.126.50.225,108.104.69.155,1,1
1438318803692,0,201.126.50.225,88.21.65.110,1,1
1438318803692,0,213.0.101.41,145.182.102.44,6,1
1438318803290,402,204.48.50.33,145.187.163.162,17,7
1438318803693,0,124.114.236.144,201.126.50.225,1,1
1438318803693,0,2.232.9.64,145.182.85.225,6,1
1438318803693,0,79.53.0.69,201.126.50.225,1,1
1438318803693,0,174.92.186.37,201.126.50.225,1,1
1438318803693,0,217.253.153.148,201.126.50.225,1,1
1438318803693,0,201.126.50.225,121.191.250.22,1,1
1438318803693,0,201.126.50.225,70.160.0.9,1,1
1438318803693,0,201.126.50.225,127.47.23.170,1,1
1438318803693,0,201.126.50.225,181.33.158.135,1,1
1438318803694,0,201.126.50.225,220.53.199.98,1,1
1438318803694,0,201.126.50.225,16.166.144.207,1,1
1438318803694,0,201.126.50.225,125.136.162.205,1,1
1438318803694,0,201.126.50.225,166.25.108.41,1,1
1438318803694,0,201.126.50.225,214.220.247.185,1,1
1438318803694,0,201.126.50.225,152.36.179.148,1,1
1438318803694,0,2.163.226.22,201.126.50.225,1,1
1438318803694,0,201.126.50.225,2.232.172.152,1,1
1438318803694,0,201.126.50.225,101.121.192.111,1,1
1438318803694,0,56.117.193.11,201.126.42.226,17,1
1438318803694,0,20.213.44.78,201.126.113.201,6,1
1438318803694,0,201.126.50.225,168.122.53.147,1,1
1438318803694,0,201.126.50.225,166.150.140.220,1,1
1438318803682,11,37.175.249.238,200.55.29.141,17,2
1438318803694,0,201.126.50.225,51.154.105.110,1,1
1438318803694,0,201.126.50.225,81.168.42.107,1,1
1438318803694,0,201.126.50.225,184.164.138.157,1,1
1438318803694,0,201.126.50.225,19.152.41.255,1,1
1438318803694,0,201.126.50.225,127.166.193.249,1,1
1438318803694,0,201.126.50.225,123.198.18.173,1,1
1438318803694,0,201.126.50.225,125.125.9.159,1,1
1438318803694,0,201.126.50.225,213.34.250.111,1,1
1438318803694,0,201.126.50.225,77.8.3.32,1,1
1438318803694,0,201.126.50.225,107.43.245.255,1,1
1438318803694,0,201.126.50.225,101.196.173.230,1,1
1438318803695,0,201.126.50.225,117.111.92.220,1,1
1438318803695,0,201.126.50.225,76.78.67.237,1,1
1438318803695,0,201.126.50.225,75.63.165.60,1,1
1438318803695,0,201.126.50.225,89.243.193.70,1,1
1438318803695,0,201.126.50.225,166.163.55.61,1,1
1438318803695,0,201.126.50.225,68.69.135.40,1,1
1438318803695,0,201.126.50.225,171.157.55.31,1,1
1438318803695,0,201.126.50.225,173.215.15.48,1,1
1438318803695,0,134.215.184.90,88.28.216.98,1,1
1438318803695,0,201.126.50.225,198.54.76.173,1,1
1438318803695,0,201.126.50.225,72.58.119.44,1,1
1438318803695,0,201.126.50.225,42.234.87.162,1,1
1438318803695,0,120.154.230.244,201.126.50.225,1,1
1438318803695,0,86.119.133.176,182.55.20.191,6,1
1438318803695,0,201.126.50.225,72.7.188.237,1,1
1438318803695,0,80.198.116.177,201.126.50.225,1,1
1438318803695,0,201.126.42.226,56.117.193.11,17,1
1438318803695,0,169.178.217.105,201.126.50.225,1,1
1438318803695,0,214.37.141.108,145.182.67.186,6,1
1438318803696,0,171.131.109.154,201.126.50.225,1,1
1438318803696,0,202.149.229.122,201.126.50.225,1,1
1438318803696,0,102.18.88.41,134.215.191.76,6,1
1438318803696,0,201.126.50.225,166.76.37.221,1,1
1438318803696,0,201.126.50.225,65.133.8.216,1,1
1438318803696,0,201.126.50.225,121.254.166.72,1,1
1438318803696,0,201.126.50.225,171.147.1.92,1,1
1438318803696,0,201.126.50.225,72.167.200.135,1,1
1438318803696,0,201.126.50.225,208.160.140.4,1,1
1438318803263,432,207.110.227.252,136.67.243.57,6,8
1438318803696,0,201.126.50.225,87.27.204.172,1,1
1438318803696,0,212.222.174.192,145.182.81.16,6,1
1438318803696,0,201.126.50.225,71.108.193.188,1,1
1438318803696,0,201.126.50.225,173.99.228.217,1,1
1438318803696,0,201.126.50.225,69.14.127.108,1,1
1438318803696,0,201.126.50.225,115.121.236.7,1,1
1438318803348,348,145.160.8.225,164.179.114.75,6,2
1438318803696,0,201.126.50.225,66.129.13.249,1,1
1438318803696,0,201.126.50.225,9.191.191.202,1,1
1438318803696,0,201.126.50.225,117.244.202.196,1,1
1438318803696,0,201.126.50.225,70.143.56.217,1,1
1438318803696,0,201.126.50.225,15.157.119.71,1,1
1438318803697,0,201.126.50.225,95.162.191.12,1,1
1438318803697,0,201.126.50.225,222.185.145.24,1,1
1438318803697,0,201.126.50.225,41.21.245.211,1,1
1438318803697,0,201.126.50.225,214.22.68.170,1,1
1438318803697,0,201.126.50.225,170.158.16.63,1,1
1438318803697,0,201.126.50.225,86.1.210.143,1,1
1438318803697,0,201.126.50.225,172.235.196.199,1,1
1438318803697,0,201.126.50.225,140.79.131.29,1,1
1438318803251,445,18c9:6b77:a40e:6451:bdc7:541b:6a7b:4ea9,1e12:41cf:f13a:e18b:e35b:5b58:e3da:1160,6,11
1438318803697,0,201.126.50.225,176.234.251.55,1,1
1438318803697,0,201.126.50.225,70.175.206.204,1,1
1438318803697,0,95.166.230.42,145.5.43.160,6,1
1438318803697,0,201.126.50.225,95.63.167.105,1,1
1438318803697,0,201.126.50.225,56.66.136.95,1,1
1438318803697,0,201.126.50.225,171.158.184.44,1,1
1438318803697,0,107.177.23.85,145.182.67.186,6,1
1438318803697,0,78.81.111.59,201.126.50.225,1,1
1438318803697,0,81.84.222.9,134.215.243.225,6,1
1438318803697,0,201.126.50.225,127.240.248.215,1,1
1438318803697,0,73.114.106.203,201.126.50.225,1,1
1438318803697,0,94.28.102.157,201.126.50.225,1,1
1438318803698,0,200.60.128.246,101.253.139.240,17,1
1438318803698,0,125.93.61.230,201.126.50.225,1,1
1438318803698,0,134.215.207.1,163.190.143.100,1,1
1438318803698,0,124.135.181.45,201.126.50.225,1,1
1438318803698,0,95.115.20.91,201.126.50.225,1,1
1438318803698,0,201.126.50.225,70.27.228.195,1,1
1438318803698,0,201.126.50.225,48.201.67.38,1,1
1438318803698,0,201.126.50.225,84.205.245.77,1,1
1438318803698,0,201.126.50.225,56.45.201.113,1,1
1438318803698,0,201.126.50.225,69.11.220.114,1,1
1438318803698,0,201.126.50.225,104.253.79.143,1,1
1438318803698,0,201.126.50.225,205.59.217.78,1,1
1438318803698,0,201.126.50.225,184.92.64.41,1,1
1438318803698,0,201.126.50.225,195.39.144.0,1,1
1438318803698,0,186.44.91.194,201.126.50.225,1,1
1438318803698,0,20.213.44.78,201.126.110.124,6,1
1438318803698,0,201.126.50.225,117.212.79.40,1,1
1438318803698,0,201.126.50.225,195.72.60.148,1,1
1438318803698,0,201.126.50.225,172.12.171.111,1,1
1438318803698,0,201.126.50.225,76.88.198.151,1,1
1438318803698,0,124.62.226.245,134.138.68.22,6,1
1438318803698,0,201.126.50.225,209.244.90.151,1,1
1438318803698,0,125.135.232.213,201.126.50.225,1,1
1438318803698,0,201.126.50.225,191.178.221.218,1,1
1438318803698,0,201.126.50.225,79.235.140.56,1,1
1438318803698,0,83.92.194.169,200.55.41.248,6,1
1438318803698,0,201.126.50.225,23.232.131.33,1,1
1438318803698,0,201.126.50.225,94.199.53.91,1,1
1438318803698,0,201.126.50.225,102.57.153.174,1,1
1438318803699,0,201.126.50.225,107.40.11.58,1,1
1438318803699,0,201.126.50.225,162.54.214.104,1,1
1438318803699,0,42.57.231.157,145.182.64.166,17,1
1438318803699,0,201.126.50.225,90.23.203.134,1,1
1438318803699,0,201.126.50.225,71.101.61.243,1,1
1438318803699,0,165.45.177.95,201.126.50.225,1,1
1438318803699,0,201.126.50.225,184.97.83.111,1,1
1438318803699,0,152.193.208.229,201.126.50.225,1,1
1438318803603,95,193.148.46.22,182.55.157.161,6,2
1438318803699,0,201.126.60.172,170.138.218.151,6,1
1438318803699,0,201.126.50.225,170.25.23.227,1,1
1438318803699,0,135.230.113.114,201.126.50.225,1,1
1438318803699,0,200.60.135.96,186.123.231.117,6,2
1438318803699,0,118.125.47.67,145.5.154.121,17,1
1438318803699,0,209.125.101.2,145.5.50.176,6,1
1438318803699,0,201.126.50.225,59.196.146.53,1,1
1438318803699,0,201.126.50.225,164.184.15.26,1,1
1438318803699,0,169.132.251.214,201.126.50.225,1,1
1438318803611,88,0.83.155.170,134.138.68.22,6,5
1438318803699,0,200.60.159.125,47.254.197.179,17,1
1438318803699,0,201.126.50.225,204.104.196.49,1,1
1438318803699,0,75.215.226.190,201.126.50.225,1,1
1438318803699,0,201.126.50.225,48.80.30.5,1,1
1438318803699,0,201.126.50.225,122.213.5.222,1,1
1438318803699,0,201.126.50.225,204.6.223.102,1,1
1438318803699,0,201.126.50.225,32.213.25.180,1,1
1438318803699,0,48.160.227.215,134.138.170.171,6,1
1438318803699,0,190.71.97.106,134.138.68.22,6,1
1438318803700,0,213.227.132.139,134.138.119.21,17,2
1438318803700,0,201.126.50.225,223.203.194.254,1,1
1438318803700,0,201.126.50.225,198.138.153.52,1,1
1438318803700,0,201.126.50.225,127.195.247.248,1,1
1438318803308,392,10.182.5.81,201.126.50.225,1,3
1438318803700,0,214.189.50.44,201.126.50.225,1,1
1438318803700,0,102.224.239.63,134.138.100.201,6,1
1438318803700,0,104.198.47.124,145.182.67.186,6,1
1438318803700,0,169.241.73.76,201.126.50.225,1,1
1438318803700,0,72.230.143.75,201.126.50.225,1,1
1438318803700,0,201.126.50.225,64.188.219.21,1,1
1438318803700,0,201.126.50.225,101.126.134.11,1,1
1438318803700,0,201.126.50.225,68.154.168.173,1,1
1438318803700,0,201.126.50.225,106.27.252.152,1,1
1438318803700,0,201.126.50.225,138.241.32.107,1,1
1438318803700,0,201.126.50.225,161.148.165.209,1,1
1438318803700,0,64.51.227.241,201.126.50.225,1,1
1438318803700,0,201.126.50.225,169.116.222.17,1,1
1438318803700,0,201.126.50.225,206.240.119.163,1,1
1438318803700,0,201.126.50.225,107.140.115.2,1,1
1438318803700,0,201.126.50.225,66.220.245.158,1,1
1438318803700,0,201.126.50.225,67.53.221.230,1,1
1438318803700,0,201.126.50.225,212.56.162.100,1,1
1438318803700,0,201.126.50.225,168.249.209.110,1,1
1438318803700,0,201.126.50.225,126.226.250.172,1,1
1438318803700,0,201.126.50.225,203.245.201.132,1,1
1438318803700,0,201.126.50.225,70.171.123.44,1,1
1438318803700,0,201.126.50.225,16.99.201.194,1,1
1438318803700,0,125.76.249.22,201.126.50.225,1,1
1438318803700,0,201.126.50.225,95.88.86.44,1,1
1438318803700,0,117.199.228.145,201.126.50.225,1,1
1438318803700,0,201.126.50.225,115.133.17.218,1,1
1438318803700,0,105.33.28.44,201.126.50.225,1,1
1438318803700,0,201.126.50.225,106.233.105.80,1,1
1438318803701,0,94.92.74.155,201.126.50.225,1,1
1438318803460,240,193.177.56.57,200.55.37.58,6,3
1438318803701,0,197.11.192.28,145.182.82.187,6,1
1438318803701,0,0.102.139.249,145.5.71.3,6,1
1438318803701,0,85.94.193.29,200.60.159.125,17,1
1438318803701,0,41.165.99.217,201.126.50.225,1,1
1438318803701,0,193.177.57.122,201.126.40.140,6,2
1438318803701,0,160.3.47.93,201.126.50.225,1,1
1438318803701,0,88.144.60.209,201.126.50.225,1,1
1438318803701,0,209.182.22.86,145.182.123.25,6,1
1438318803701,0,201.126.47.49,1.150.6.213,6,1
1438318803701,0,89.227.96.220,201.126.50.225,1,1
1438318803702,0,15.162.129.129,145.187.182.118,17,1
1438318803702,0,2.66.45.61,145.182.134.103,6,1
1438318803702,0,201.126.50.225,166.40.157.108,1,1
1438318803702,0,201.126.50.225,23.251.249.199,1,1
1438318803702,0,201.126.50.225,98.76.239.155,1,1
1438318803702,0,201.126.50.225,181.24.76.171,1,1
1438318803394,307,145.160.73.149,93.76.217.58,6,3
1438318803702,0,201.126.50.225,2.62.100.210,1,1
1438318803702,0,176.224.25.163,201.126.50.225,1,1
1438318803299,402,4.186.96.117,134.138.68.22,6,11
1438318803702,0,0.102.139.249,145.5.223.53,6,1
1438318803595,107,100.1.134.134,134.138.68.22,6,3
1438318803702,0,68.222.31.4,200.55.45.159,17,1
1438318803702,0,20.213.44.78,201.126.15.120,6,1
1438318803702,0,9.139.246.103,201.126.50.225,1,1
1438318803703,0,201.126.50.225,117.232.173.109,1,1
1438318803703,0,201.126.50.225,5.166.164.56,1,1
1438318803703,0,201.126.50.225,195.142.179.205,1,1
1438318803703,0,201.126.50.225,82.105.156.174,1,1
1438318803703,0,201.126.50.225,170.239.112.157,1,1
1438318803703,0,201.126.50.225,65.114.40.3,1,1
1438318803703,0,201.126.50.225,68.123.10.108,1,1
1438318803703,0,201.126.50.225,164.249.113.144,1,1
1438318803703,0,201.126.50.225,41.105.101.60,1,1
1438318803703,0,201.126.50.225,203.132.93.64,1,1
1438318803703,0,93.206.11.33,201.126.50.225,1,1
1438318803703,0,201.126.50.225,68.141.202.27,1,1
1438318803703,0,201.126.50.225,161.131.29.34,1,1
1438318803703,0,201.126.50.225,185.136.222.245,1,1
1438318803703,0,134.215.191.76,102.18.88.41,1,1
1438318803703,0,201.126.50.225,186.60.240.206,1,1
1438318803292,410,150.173.209.218,15.249.253.197,6,2
1438318803703,0,103.25.53.67,182.55.158.224,6,1
1438318803703,0,200.55.37.58,124.42.32.246,17,1
1438318803703,0,201.126.50.225,164.232.78.175,1,1
1438318803703,0,201.126.50.225,217.193.31.231,1,1
1438318803703,0,161.195.182.217,201.126.50.225,1,1
1438318803703,0,1.156.243.118,134.138.171.2,6,1
1438318803703,0,201.126.50.225,108.240.116.48,1,1
1438318803703,0,201.126.50.225,93.86.206.190,1,1
1438318803703,0,201.126.50.225,84.166.179.117,1,1
1438318803703,0,201.126.50.225,69.69.75.140,1,1
1438318803703,0,182.55.114.90,124.42.32.209,17,1
1438318803703,0,201.126.50.225,216.90.48.62,1,1
1438318803703,0,67.64.6.84,201.126.50.225,1,1
1438318803703,0,117.147.26.87,201.126.50.225,1,1
1438318803571,132,15.180.14.222,136.67.164.123,6,5
1438318803703,0,201.126.50.225,93.32.240.29,1,1
1438318803704,0,97.224.69.126,200.60.128.234,17,1
1438318803704,0,201.126.50.225,84.35.30.224,1,1
1438318803704,0,201.126.50.225,89.148.0.207,1,1
1438318803704,0,174.101.27.105,201.126.79.160,17,1
1438318803704,0,201.126.50.225,107.80.113.97,1,1
1438318803704,0,18.123.209.217,201.126.41.45,6,1
1438318803704,0,100.54.231.32,201.126.50.225,1,1
1438318803704,0,201.126.50.225,213.86.127.23,1,1
1438318803704,0,201.126.50.225,101.61.59.69,1,1
1438318803704,0,201.126.50.225,186.152.218.128,1,1
1438318803704,0,201.126.50.225,70.179.142.217,1,1
1438318803704,0,69.82.140.159,201.126.55.121,1,1
1438318803704,0,201.126.50.225,0.73.82.231,1,1
1438318803704,0,115.107.213.214,134.138.51.38,6,4
1438318803704,0,19.198.221.62,134.215.206.150,6,1
1438318803704,0,201.126.50.225,171.230.109.248,1,1
1438318803704,0,201.126.50.225,127.214.224.51,1,1
1438318803704,0,160.158.66.218,201.126.50.225,1,1
1438318803421,283,64.220.106.7,201.126.43.111,1,2
1438318803705,0,106.15.250.230,145.182.64.166,6,1
1438318803705,0,216.182.10.227,201.126.50.225,1,1
1438318803705,0,90.49.233.211,201.126.50.225,1,1
1438318803705,0,18.123.209.217,201.126.47.155,6,1
1438318803705,0,68.222.31.4,200.55.45.150,17,1
1438318803705,0,201.126.43.111,65.137.243.87,1,1
1438318803705,0,20.213.44.78,201.126.26.105,6,1
1438318803705,0,68.222.31.4,200.55.45.151,17,1
1438318803705,0,201.126.50.225,171.29.135.125,1,1
1438318803705,0,201.126.50.225,149.25.249.27,1,1
1438318803705,0,201.126.50.225,118.125.139.136,1,1
1438318803705,0,68.7.171.164,201.126.50.225,1,1
1438318803706,0,172.186.251.235,201.126.50.225,1,1
1438318803706,0,193.177.57.122,182.55.159.74,6,2
1438318803706,0,82.191.113.98,201.126.50.225,1,1
1438318803675,30,193.177.57.194,200.60.129.231,6,2
1438318803706,0,201.126.60.249,197.130.71.194,17,1
1438318803540,165,9.155.24.43,145.182.172.97,6,2
1438318803706,0,95.166.230.42,145.5.43.163,6,1
1438318803706,0,201.126.50.225,161.160.242.83,1,1
1438318803706,0,201.126.50.225,66.166.230.145,1,1
1438318803706,0,167.235.237.176,201.126.52.115,6,1
1438318803706,0,201.126.50.225,9.162.147.199,1,1
1438318803706,0,201.126.50.225,9.128.254.38,1,1
1438318803706,0,201.126.50.225,105.199.137.157,1,1
1438318803638,68,18c9:6b77:a40e:6451:bdc7:541b:6a7b:4ead,1e12:41cf:f13a:d81e:4aad:c10:2ca4:8dcc,6,7
1438318803706,0,210.210.99.195,201.126.50.225,1,1
1438318803706,0,201.126.50.225,19.157.164.219,1,1
1438318803706,0,200.60.153.7,99.146.230.210,17,1
1438318803444,261,111.152.16.161,134.138.86.174,17,7
1438318803706,0,42.179.44.99,134.138.68.22,6,1
1438318803707,0,185.158.220.94,201.126.50.225,1,1
1438318803707,0,103.25.53.67,182.55.158.245,6,1
1438318803707,0,176.69.31.214,201.126.50.225,1,1
1438318803707,0,201.126.50.225,222.205.45.96,1,1
1438318803707,0,201.126.50.225,213.119.160.62,1,1
1438318803707,0,201.126.50.225,91.0.131.100,1,1
1438318803707,0,201.126.50.225,169.205.176.226,1,1
1438318803707,0,201.126.50.225,98.12.155.201,1,1
1438318803707,0,201.126.50.225,121.69.34.114,1,1
1438318803707,0,201.126.50.225,41.56.238.210,1,1
1438318803707,0,201.126.50.225,195.118.141.61,1,1
1438318803707,0,199.0.254.37,201.126.50.225,1,1
1438318803707,0,47.145.227.11,182.55.74.162,6,1
1438318803707,0,200.55.37.58,200.253.70.57,17,1
