flowStartMilliseconds,flowDurationMilliseconds,sourceIPAddress,destinationIPAddress,protocolIdentifier,packetTotalCount
1438318803385,0,201.126.50.225,69.25.241.246,1,1
1438318803385,0,201.126.50.225,108.120.85.53,1,1
1438318803385,0,169.56.135.254,201.126.50.225,1,1
1438318803385,0,201.126.50.225,9.150.42.65,1,1
1438318803386,0,201.126.50.225,88.15.240.63,1,1
1438318803312,73,200.141.99.76,134.138.165.209,17,2
1438318803386,0,201.126.50.225,19.211.121.142,1,1
1438318803386,0,75.157.102.210,145.187.148.82,6,1
1438318803386,0,68.222.31.4,200.55.45.214,17,1
1438318803386,0,201.126.50.225,101.187.140.90,1,1
1438318803386,0,201.126.50.225,26.255.205.73,1,1
1438318803386,0,193.24.139.217,134.138.33.107,6,1
1438318803386,0,201.126.50.225,193.126.167.34,1,1
1438318803386,0,201.126.50.225,24.154.132.145,1,1
1438318803386,0,201.126.50.225,115.254.235.30,1,1
1438318803386,0,171.106.29.90,201.126.50.225,1,1
1438318803386,0,165.170.94.47,201.126.50.225,1,1
1438318803386,0,81.84.222.2,145.5.223.86,6,1
1438318803386,0,16.249.74.104,201.126.50.225,1,1
1438318803386,0,1e12:4be5:a886:c9b3:8e60:dc15:5cf6:7090,1e12:4c65:fcf2:6604:2f25:af0c:a320:88e,17,1
1438318803386,0,161.39.30.211,201.126.50.225,1,1
1438318803386,0,84.50.22.186,145.182.99.235,6,1
1438318803386,0,109.8.86.233,134.215.207.21,6,1
1438318803386,0,19.82.22.31,134.138.171.150,6,1
1438318803386,0,201.126.50.225,103.158.56.144,1,1
1438318803387,0,201.126.50.225,174.187.60.15,1,1
1438318803387,0,201.126.50.225,51.132.196.21,1,1
1438318803387,0,202.137.128.19,201.126.50.225,1,1
1438318803387,0,201.126.50.225,93.75.97.24,1,1
1438318803387,0,150.173.209.118,197.106.247.142,6,1
1438318803387,0,25.50.165.244,201.126.50.225,1,1
1438318803387,0,201.126.50.225,4.145.151.238,1,1
1438318803387,0,201.126.50.225,82.141.174.245,1,1
1438318803387,0,206.162.102.54,200.55.4.183,1,1
1438318803387,0,136.20.7.142,182.55.98.156,17,1
1438318803387,0,201.126.50.225,103.64.6.32,1,1
1438318803387,0,201.126.50.225,67.230.147.11,1,1
1438318803387,0,201.126.50.225,160.3.123.56,1,1
1438318803387,0,201.126.50.225,110.78.231.167,1,1
1438318803387,0,201.126.50.225,69.41.199.66,1,1
1438318803387,0,201.126.42.249,217.166.186.25,17,1
1438318803387,0,201.126.50.225,110.101.49.211,1,1
1438318803387,0,201.126.50.225,83.1.197.211,1,1
1438318803387,0,201.126.50.225,94.250.86.167,1,1
1438318803388,0,42.193.150.212,201.126.50.225,1,1
1438318803388,0,160.3.247.160,145.182.64.166,17,1
1438318803388,0,201.126.50.225,123.211.197.111,1,1
1438318803388,0,201.126.50.225,59.213.42.224,1,1
1438318803388,0,201.126.50.225,107.115.217.67,1,1
1438318803388,0,201.126.50.225,161.16.146.50,1,1
1438318803388,0,201.126.50.225,108.233.140.133,1,1
1438318803388,0,201.126.50.225,203.52.92.145,1,1
1438318803388,0,201.126.50.225,168.234.220.10,1,1
1438318803388,0,201.126.50.225,121.240.15.90,1,1
1438318803388,0,201.126.50.225,1.255.82.19,1,1
1438318803388,0,201.126.50.225,15.153.29.132,1,1
1438318803388,0,201.126.50.225,0.84.76.19,1,1
1438318803388,0,75.157.102.210,145.187.148.93,6,1
1438318803388,0,163.38.81.52,134.215.207.21,6,1
1438318803388,0,201.126.50.225,164.92.207.56,1,1
1438318803388,0,201.126.50.225,169.74.211.2,1,1
1438318803388,0,171.60.64.195,201.126.50.225,1,1
1438318803388,0,83.194.64.135,201.126.50.225,1,1
1438318803388,0,201.126.50.225,0.61.252.183,1,1
1438318803388,0,201.126.50.225,82.228.214.25,1,1
1438318803388,0,201.126.47.49,193.131.186.97,1,1
1438318803388,0,201.126.50.225,169.36.245.128,1,1
1438318803388,0,91.52.234.253,201.126.50.225,1,1
1438318803388,0,201.126.50.225,67.14.107.109,1,1
1438318803388,0,201.126.50.225,4.94.38.44,1,1
1438318803388,0,201.126.50.225,169.184.67.44,1,1
1438318803388,0,203.153.238.7,201.126.50.225,1,1
1438318803388,0,201.126.50.225,209.247.120.226,1,1
1438318803388,0,201.126.50.225,88.215.87.75,1,1
1438318803388,0,201.126.50.225,166.55.13.18,1,1
1438318803389,0,103.25.53.67,182.55.158.132,6,1
1438318803389,0,134.215.247.57,0.102.139.249,1,1
1438318803389,0,134.215.206.136,102.2.134.1,1,1
1438318803389,0,71.247.86.62,201.126.50.225,1,1
1438318803389,0,72.40.101.50,201.126.50.225,1,1
1438318803389,0,1e12:4af6:7724:86a:ec73:861c:9ff2:8da1,1e12:4c65:f678:1a03:2de7:9242:69d9:a25a,58,1
1438318803389,0,214.48.48.228,145.182.67.207,6,1
1438318803389,0,76.238.125.44,134.138.19.17,6,1
1438318803389,0,201.126.50.225,166.235.67.119,1,1
1438318803390,0,201.126.50.225,104.11.3.150,1,1
1438318803390,0,193.24.139.209,134.138.171.112,6,1
1438318803390,0,201.126.50.225,42.190.66.150,1,1
1438318803390,0,201.126.50.225,119.246.231.148,1,1
1438318803390,0,167.235.237.176,145.5.177.210,6,1
1438318803390,0,201.126.50.225,72.146.95.161,1,1
1438318803390,0,201.126.50.225,184.151.128.166,1,1
1438318803390,0,201.126.50.225,23.65.229.175,1,1
1438318803390,0,201.126.50.225,184.135.95.32,1,1
1438318803390,0,201.126.50.225,117.245.81.158,1,1
1438318803390,0,201.126.50.225,204.37.226.238,1,1
1438318803390,0,118.71.211.67,201.126.32.127,17,1
1438318803390,0,53.225.232.137,201.126.50.225,1,1
1438318803390,0,103.25.53.67,182.55.158.145,6,1
1438318803390,0,182.55.90.8,124.42.32.220,6,1
1438318803390,0,123.142.6.238,201.126.50.225,1,1
1438318803390,0,76.241.102.156,201.126.50.225,1,1
1438318803390,0,74.198.178.139,200.55.32.185,6,1
1438318803390,0,201.126.50.225,27.53.116.187,1,1
1438318803390,0,66.216.225.154,201.126.50.225,1,1
1438318803390,0,201.126.50.225,114.115.214.239,1,1
1438318803391,0,201.126.50.225,72.230.153.8,1,1
1438318803391,0,201.126.50.225,104.251.196.99,1,1
1438318803391,0,201.126.50.225,173.243.252.51,1,1
1438318803391,0,201.126.50.225,56.157.155.189,1,1
1438318803391,0,201.126.50.225,89.226.218.52,1,1
1438318803391,0,201.126.50.225,3.160.111.146,1,1
1438318803391,0,201.126.50.225,72.126.244.122,1,1
1438318803391,0,201.126.50.225,163.188.227.63,1,1
1438318803391,0,201.126.50.225,85.179.131.108,1,1
1438318803380,10,1b97:f966:e01f:2a92:f788:41e4:e098:f00a,1e12:4c65:fca5:2367:120f:21eb:fdfe:193a,17,2
1438318803391,0,103.25.53.67,182.55.158.135,6,1
1438318803391,0,201.126.50.225,184.220.121.35,1,1
1438318803391,0,82.153.244.57,201.126.50.225,1,1
1438318803391,0,201.126.50.225,116.25.60.117,1,1
1438318803391,0,201.126.50.225,80.29.204.62,1,1
1438318803391,0,66.255.230.181,201.126.50.225,1,1
1438318803391,0,48.162.217.142,134.215.84.231,17,1
1438318803392,0,201.126.50.225,5.143.45.228,1,1
1438318803392,0,68.222.194.157,182.55.84.96,6,1
1438318803392,0,201.126.50.225,9.83.49.53,1,1
1438318803392,0,201.126.50.225,167.237.217.35,1,1
1438318803392,0,201.126.50.225,107.126.61.232,1,1
1438318803392,0,78.42.126.123,201.126.50.225,1,1
1438318803392,0,193.250.133.190,136.67.104.197,6,1
1438318803392,0,103.6.210.154,134.138.49.210,6,1
1438318803392,0,75.157.102.210,145.187.148.91,6,1
1438318803392,0,201.126.50.225,191.82.192.98,1,1
1438318803392,0,201.126.50.225,173.43.137.99,1,1
1438318803392,0,201.126.50.225,170.188.222.47,1,1
1438318803392,0,214.196.3.164,145.182.64.166,6,1
1438318803392,0,150.173.150.77,32.88.245.217,6,1
1438318803392,0,166.84.65.189,201.126.50.225,1,1
1438318803392,0,201.126.50.225,66.217.249.205,1,1
1438318803392,0,201.126.50.225,152.40.192.34,1,1
1438318803392,0,216.39.4.25,201.126.50.225,1,1
1438318803392,0,201.126.50.225,83.208.65.113,1,1
1438318803392,0,201.126.50.225,24.140.56.41,1,1
1438318803392,0,212.90.196.62,201.126.50.225,1,1
1438318803392,0,201.126.50.225,203.60.99.133,1,1
1438318803393,0,74.115.26.155,201.126.50.225,1,1
1438318803393,0,69.82.140.159,201.126.2.220,1,1
1438318803308,84,201.126.43.34,215.84.213.154,6,11
1438318803393,0,201.126.50.225,117.210.14.79,1,1
1438318803393,0,201.126.50.225,173.185.81.53,1,1
1438318803393,0,201.126.50.225,214.238.37.49,1,1
1438318803393,0,201.126.50.225,2.201.131.203,1,1
1438318803393,0,201.126.50.225,103.13.70.148,1,1
1438318803393,0,201.126.50.225,172.77.74.147,1,1
1438318803393,0,4.65.134.219,201.126.50.225,1,1
1438318803393,0,75.157.102.210,145.187.148.85,6,1
1438318803393,0,2.236.142.137,201.126.50.225,1,1
1438318803393,0,201.126.50.225,41.48.141.92,1,1
1438318803378,15,201.126.43.34,167.175.9.176,6,2
1438318803393,0,89.128.150.16,201.126.50.225,1,1
1438318803393,0,72.249.134.107,145.5.201.117,1,1
1438318803393,0,108.15.239.159,134.215.206.150,6,1
1438318803393,0,111.234.185.67,182.55.13.57,17,1
1438318803393,0,134.215.207.21,109.8.86.233,1,1
1438318803394,0,52.131.158.172,200.55.58.108,17,1
1438318803394,0,201.126.50.225,95.157.77.176,1,1
1438318803394,0,201.126.50.225,23.52.155.132,1,1
1438318803394,0,16.7.92.38,201.126.50.225,1,1
1438318803394,0,201.126.50.225,172.51.179.155,1,1
1438318803394,0,201.126.50.225,170.110.1.96,1,1
1438318803394,0,167.235.237.176,145.5.26.217,6,1
1438318803394,0,205.26.57.199,201.126.50.225,1,1
1438318803394,0,201.126.50.225,56.239.166.98,1,1
1438318803300,93,105.199.147.83,201.126.47.49,6,2
1438318803394,0,103.25.53.67,182.55.158.159,6,1
1438318803394,0,209.255.121.19,145.5.17.51,6,1
1438318803394,0,201.126.50.225,198.138.221.173,1,1
1438318803394,0,201.126.50.225,162.104.100.51,1,1
1438318803394,0,201.126.50.225,135.70.8.156,1,1
1438318803394,0,201.126.50.225,71.143.23.88,1,1
1438318803394,0,201.126.50.225,101.27.100.64,1,1
1438318803394,0,201.126.50.225,94.230.206.192,1,1
1438318803394,0,201.126.50.225,85.190.189.239,1,1
1438318803254,140,163.148.88.160,145.187.152.44,6,5
1438318803395,0,15.183.141.211,200.60.158.141,6,1
1438318803395,0,150.173.49.42,15.78.194.22,6,1
1438318803395,0,48.98.161.230,201.126.50.225,1,1
1438318803395,0,201.126.50.225,70.171.63.239,1,1
1438318803395,0,95.166.125.92,145.187.126.143,6,1
1438318803395,0,191.190.54.187,134.215.207.1,6,1
1438318803395,0,201.126.50.225,171.67.226.140,1,1
1438318803395,0,201.126.50.225,75.209.122.129,1,1
1438318803395,0,201.126.50.225,4.230.35.69,1,1
1438318803395,0,201.126.50.225,172.26.207.99,1,1
1438318803395,0,201.126.50.225,174.77.132.14,1,1
1438318803395,0,201.126.50.225,69.43.73.56,1,1
1438318803395,0,173.194.178.122,201.126.50.225,1,1
1438318803395,0,134.215.207.21,163.38.81.52,1,1
1438318803395,0,201.126.50.225,127.206.172.88,1,1
1438318803395,0,201.126.50.225,68.158.47.110,1,1
1438318803395,0,182.55.235.89,0.92.127.37,17,1
1438318803395,0,210.144.70.196,145.182.92.152,6,1
1438318803395,0,0.28.200.87,200.60.128.254,6,1
1438318803395,0,201.126.50.225,210.28.224.129,1,1
1438318803395,0,94.155.0.244,145.182.91.139,6,1
1438318803396,0,83.27.242.120,201.126.50.225,1,1
1438318803396,0,4.24.27.229,145.182.86.212,6,1
1438318803396,0,192.202.94.79,182.55.216.141,6,1
1438318803396,0,201.126.50.225,23.79.135.4,1,1
1438318803396,0,201.126.50.225,184.137.134.219,1,1
1438318803396,0,68.222.31.4,200.55.45.212,17,1
1438318803396,0,51.155.155.134,201.126.50.225,1,1
1438318803396,0,201.126.50.225,210.56.119.54,1,1
1438318803396,0,201.126.50.225,2.111.77.66,1,1
1438318803268,128,193.131.189.72,134.138.68.235,6,35
1438318803396,0,201.126.50.225,110.207.113.101,1,1
1438318803396,0,198.104.248.32,200.55.47.167,6,1
1438318803396,0,201.126.50.225,171.241.218.227,1,1
1438318803396,0,201.126.50.225,184.226.26.62,1,1
1438318803396,0,166.66.168.87,201.126.50.225,1,1
1438318803396,0,201.126.50.225,77.75.100.138,1,1
1438318803396,0,201.126.50.225,185.143.217.86,1,1
1438318803396,0,201.126.50.225,204.46.199.229,1,1
1438318803396,0,201.126.50.225,118.153.187.31,1,1
1438318803396,0,201.126.50.225,171.226.186.223,1,1
1438318803396,0,201.126.50.225,165.223.69.213,1,1
1438318803397,0,201.126.50.225,106.131.137.174,1,1
1438318803397,0,201.126.50.225,81.155.77.160,1,1
1438318803397,0,167.235.237.176,200.60.138.174,6,1
1438318803397,0,0.102.139.249,145.5.144.150,6,1
1438318803397,0,201.126.50.225,22.201.243.213,1,1
1438318803397,0,201.126.50.225,158.145.206.186,1,1
1438318803397,0,24.143.244.42,145.182.67.207,6,1
1438318803397,0,201.126.50.225,76.38.62.146,1,1
1438318803397,0,201.126.50.225,15.178.178.249,1,1
1438318803397,0,167.118.83.120,201.126.50.225,1,1
1438318803397,0,201.126.50.225,167.181.105.171,1,1
1438318803397,0,201.126.50.225,88.236.188.225,1,1
1438318803397,0,78.76.234.149,201.126.50.225,1,1
1438318803397,0,201.126.50.225,203.4.207.67,1,1
1438318803397,0,201.126.50.225,16.158.75.160,1,1
1438318803397,0,201.126.50.225,51.16.103.99,1,1
1438318803397,0,15.128.138.87,145.187.219.163,17,1
1438318803397,0,223.250.93.229,201.126.50.225,1,1
1438318803397,0,86.120.20.58,201.126.50.225,1,1
1438318803398,0,201.126.50.225,16.10.46.172,1,1
1438318803398,0,216.122.17.120,145.182.79.23,6,1
1438318803398,0,83.124.31.120,201.126.50.225,1,1
1438318803398,0,201.126.50.225,75.138.218.200,1,1
1438318803398,0,126.247.56.234,201.126.50.225,1,1
1438318803398,0,126.249.254.157,182.55.98.122,6,1
1438318803398,0,201.126.50.225,41.72.126.149,1,1
1438318803398,0,5.241.254.17,145.182.99.181,6,1
1438318803398,0,121.121.245.183,201.126.50.225,1,1
1438318803398,0,126.249.252.29,182.55.113.25,6,1
1438318803398,0,150.173.150.77,9.185.33.113,6,2
1438318803398,0,134.215.30.50,19.93.99.212,1,1
1438318803398,0,201.126.50.225,77.49.211.25,1,1
1438318803398,0,209.182.22.86,145.182.122.41,6,1
1438318803398,0,201.126.50.225,56.87.73.189,1,1
1438318803398,0,201.126.50.225,23.254.172.127,1,1
1438318803398,0,115.220.162.187,201.126.50.225,1,1
1438318803398,0,201.126.50.225,111.32.65.236,1,1
1438318803398,0,201.126.50.225,203.203.23.3,1,1
1438318803398,0,201.126.50.225,143.202.190.48,1,1
1438318803398,0,201.126.50.225,116.99.154.223,1,1
1438318803398,0,75.157.102.210,145.187.148.83,6,1
1438318803398,0,75.157.102.210,145.187.148.86,6,1
1438318803399,0,74.169.140.103,201.126.50.225,1,1
1438318803264,134,150.173.57.162,193.131.189.72,6,17
1438318803245,153,209.148.173.124,200.55.9.127,6,4
1438318803268,130,47.145.227.11,182.55.191.232,6,12
1438318803399,0,201.126.50.225,164.245.169.204,1,1
1438318803399,0,201.126.50.225,106.220.18.113,1,1
1438318803399,0,214.209.176.210,134.215.206.150,6,1
1438318803399,0,102.2.201.243,201.126.47.49,6,1
1438318803399,0,201.126.50.225,94.55.251.157,1,1
1438318803399,0,163.18.178.220,134.215.10.253,6,1
1438318803399,0,201.126.34.79,20.213.44.108,6,1
1438318803399,0,163.43.230.38,134.138.170.171,17,1
1438318803399,0,201.126.50.225,47.125.157.199,1,1
1438318803399,0,202.101.138.239,201.126.50.225,1,1
1438318803399,0,201.126.50.225,76.229.115.105,1,1
1438318803399,0,126.126.73.13,201.126.50.225,1,1
1438318803399,0,94.152.133.73,201.126.50.225,1,1
1438318803399,0,211.182.253.77,201.126.50.225,1,1
1438318803399,0,201.126.50.225,195.200.170.130,1,1
1438318803399,0,20.213.44.78,201.126.92.172,6,1
1438318803399,0,201.126.50.225,85.147.35.20,1,1
1438318803399,0,201.126.50.225,106.229.108.23,1,1
1438318803399,0,201.126.50.225,41.91.228.194,1,1
1438318803399,0,201.126.50.225,167.167.6.176,1,1
1438318803399,0,125.42.90.127,134.138.171.69,6,1
1438318803399,0,95.44.99.89,201.126.50.225,1,1
1438318803400,0,201.126.50.225,216.14.197.175,1,1
1438318803400,0,201.126.50.225,79.59.127.138,1,1
1438318803400,0,74.119.183.161,134.138.213.82,17,1
1438318803400,0,201.126.50.225,91.6.90.193,1,1
1438318803400,0,201.126.50.225,202.17.97.153,1,1
1438318803400,0,201.126.50.225,4.65.0.244,1,1
1438318803400,0,201.126.50.225,166.71.188.86,1,1
1438318803400,0,59.198.82.6,134.138.21.176,17,1
1438318803400,0,10.10.3.183,160.123.189.252,6,1
1438318803400,0,15.177.151.182,134.138.50.192,6,1
1438318803400,0,199.16.26.75,201.126.50.225,1,1
1438318803400,0,201.126.50.225,23.55.180.96,1,1
1438318803400,0,201.126.50.225,168.144.253.182,1,1
1438318803400,0,201.126.50.225,108.28.122.96,1,1
1438318803400,0,150.173.241.232,12.31.132.153,6,1
1438318803400,0,213.91.165.133,201.126.50.225,1,1
1438318803400,0,185.226.32.187,145.182.64.166,6,1
1438318803400,0,173.179.239.138,145.182.84.190,6,1
1438318803401,0,94.89.245.47,201.126.50.225,1,1
1438318803401,0,66.105.57.133,182.55.13.92,1,1
1438318803401,0,201.126.50.225,51.79.213.225,1,1
1438318803401,0,200.60.78.1,187.89.245.151,6,3
1438318803401,0,201.126.50.225,22.205.15.19,1,1
1438318803401,0,169.60.181.39,201.126.50.225,1,1
1438318803401,0,201.126.50.225,16.42.155.149,1,1
1438318803401,0,20.213.44.78,201.126.27.209,6,1
1438318803401,0,201.126.50.225,76.10.16.45,1,1
1438318803401,0,201.126.50.225,121.156.187.163,1,1
1438318803401,0,42.138.171.51,145.182.64.166,6,1
1438318803401,0,164.226.173.236,201.126.50.225,1,1
1438318803379,22,32.27.115.202,182.55.166.82,6,6
1438318803246,154,201.126.34.87,18.123.209.217,6,2
1438318803401,0,201.126.50.225,102.129.104.47,1,1
1438318803401,0,191.181.77.158,134.138.171.69,6,1
1438318803401,0,201.126.50.225,78.228.116.183,1,1
1438318803401,0,201.126.50.225,85.192.125.173,1,1
1438318803401,0,104.241.55.255,201.126.50.225,1,1
1438318803401,0,201.126.50.225,127.248.220.77,1,1
1438318803401,0,98.198.65.151,201.126.50.225,1,1
1438318803401,0,201.126.50.225,118.89.203.36,1,1
1438318803401,0,201.126.50.225,24.245.90.69,1,1
1438318803401,0,201.126.50.225,115.184.150.104,1,1
1438318803401,0,201.126.50.225,168.139.204.55,1,1
1438318803401,0,201.126.50.225,164.132.168.27,1,1
1438318803401,0,201.126.50.225,68.191.202.175,1,1
1438318803401,0,201.126.50.225,23.162.49.199,1,1
1438318803401,0,201.126.50.225,195.188.55.124,1,1
1438318803401,0,201.126.50.225,177.249.8.159,1,1
1438318803402,0,186.59.190.210,201.126.50.225,1,1
1438318803402,0,201.126.50.225,195.1.212.57,1,1
1438318803402,0,98.99.153.84,201.126.50.225,1,1
1438318803402,0,201.126.50.225,161.50.46.150,1,1
1438318803402,0,201.126.50.225,108.193.159.174,1,1
1438318803402,0,201.126.50.225,91.122.233.141,1,1
1438318803402,0,134.215.207.1,191.190.54.187,1,1
1438318803402,0,75.6.175.219,201.126.50.225,1,1
1438318803402,0,201.126.50.225,84.131.241.161,1,1
1438318803402,0,106.33.18.169,145.182.64.207,17,1
1438318803402,0,201.126.50.225,84.248.253.35,1,1
1438318803402,0,64.158.241.123,201.126.50.225,1,1
1438318803402,0,201.47.62.87,201.126.50.225,1,1
1438318803402,0,201.126.50.225,69.38.230.160,1,1
1438318803402,0,67.57.124.199,182.55.73.17,6,1
1438318803402,0,1.155.161.213,134.215.207.21,6,1
1438318803402,0,201.126.50.225,186.137.25.234,1,1
1438318803402,0,20.213.44.78,201.126.100.188,6,1
1438318803402,0,204.49.243.142,145.187.163.162,17,1
1438318803402,0,1.83.247.122,201.126.50.225,1,1
1438318803402,0,216.30.12.67,201.126.50.225,1,1
1438318803402,0,75.157.102.210,145.187.148.87,6,1
1438318803402,0,201.126.50.225,11.5.247.107,1,1
1438318803403,0,182.55.198.68,106.229.94.164,1,1
1438318803403,0,74.19.255.76,201.126.50.225,1,1
1438318803403,0,107.80.200.33,134.138.68.22,6,1
1438318803403,0,201.126.50.225,101.218.3.16,1,1
1438318803403,0,20.213.44.78,201.126.105.15,6,1
1438318803403,0,201.126.50.225,195.184.116.36,1,1
1438318803403,0,201.126.50.225,64.150.219.178,1,1
1438318803403,0,201.126.50.225,186.163.117.9,1,1
1438318803403,0,201.126.50.225,109.137.151.125,1,1
1438318803403,0,201.126.50.225,51.91.189.81,1,1
1438318803403,0,201.126.50.225,103.89.6.203,1,1
1438318803403,0,201.126.50.225,161.38.198.241,1,1
1438318803403,0,170.187.188.239,201.126.50.225,1,1
1438318803403,0,124.1.92.115,182.55.156.212,17,1
1438318803403,0,201.126.50.225,118.3.25.100,1,1
1438318803403,0,201.126.50.225,106.93.198.37,1,1
1438318803403,0,201.126.50.225,100.43.254.101,1,1
1438318803403,0,201.126.50.225,41.44.246.201,1,1
1438318803404,0,198.139.31.151,201.126.50.225,1,1
1438318803404,0,203.144.205.165,201.126.50.225,1,1
1438318803404,0,210.88.47.206,201.126.50.225,1,1
1438318803404,0,103.25.53.67,182.55.158.157,6,1
1438318803404,0,67.57.124.199,182.55.73.199,6,1
1438318803404,0,201.126.50.225,84.88.131.210,1,1
1438318803404,0,201.126.50.225,104.168.100.238,1,1
1438318803404,0,210.4.112.86,201.126.50.225,1,1
1438318803404,0,201.126.50.225,0.203.73.193,1,1
1438318803404,0,37.212.186.100,145.187.97.18,17,1
1438318803404,0,201.126.50.225,85.211.96.212,1,1
1438318803404,0,201.126.50.225,184.217.206.21,1,1
1438318803404,0,201.126.50.225,108.210.46.95,1,1
1438318803404,0,143.242.176.221,201.126.50.225,1,1
1438318803404,0,104.3.140.56,145.182.93.73,6,1
1438318803404,0,103.25.53.67,182.55.158.155,6,1
1438318803404,0,117.112.153.124,182.55.223.117,6,1
1438318803404,0,109.92.200.94,201.126.50.225,1,1
1438318803405,0,5.246.42.152,201.126.50.225,1,1
1438318803405,0,0.51.229.80,134.215.129.211,6,1
1438318803405,0,201.126.50.225,95.106.9.204,1,1
1438318803405,0,201.126.50.225,72.194.254.194,1,1
1438318803405,0,201.126.50.225,173.12.111.43,1,1
1438318803405,0,201.126.50.225,168.194.141.74,1,1
1438318803405,0,20.213.44.78,201.126.107.213,6,1
1438318803405,0,201.126.50.225,163.29.247.211,1,1
1438318803405,0,201.126.50.225,95.163.41.76,1,1
1438318803405,0,20.213.44.78,201.126.111.129,6,1
1438318803405,0,76.34.17.127,201.126.50.225,1,1
1438318803405,0,164.8.26.43,201.126.50.225,1,1
1438318803405,0,201.126.50.225,185.200.53.150,1,1
1438318803406,0,215.193.102.59,201.126.50.225,1,1
1438318803406,0,191.190.140.173,134.138.171.150,17,1
1438318803406,0,201.126.50.225,186.183.203.205,1,1
1438318803406,0,201.126.50.225,199.0.254.37,1,1
1438318803406,0,201.126.50.225,103.18.32.176,1,1
1438318803406,0,201.126.50.225,70.186.152.70,1,1
1438318803406,0,108.22.68.79,201.126.50.225,1,1
1438318803406,0,201.126.50.225,163.63.253.30,1,1
1438318803404,2,48.155.125.2,134.138.106.15,17,3
1438318803406,0,201.126.50.225,111.55.91.235,1,1
1438318803406,0,201.126.50.225,169.100.210.154,1,1
1438318803406,0,87.154.215.14,201.126.50.225,1,1
1438318803406,0,201.126.50.225,93.231.64.5,1,1
1438318803406,0,94.213.133.113,201.126.50.225,1,1
1438318803406,0,201.126.50.225,104.73.103.2,1,1
1438318803406,0,32.79.227.41,134.138.65.116,1,1
1438318803406,0,160.113.126.227,134.138.170.171,6,1
1438318803406,0,48.182.77.251,201.126.50.225,1,1
1438318803406,0,134.215.206.150,214.209.176.210,1,1
1438318803406,0,211.114.2.23,136.67.73.44,6,1
1438318803406,0,20.213.44.78,201.126.111.218,6,1
1438318803407,0,213.25.6.96,201.126.50.225,1,1
1438318803407,0,201.126.50.225,41.236.219.28,1,1
1438318803407,0,201.126.50.225,99.151.116.111,1,1
1438318803407,0,201.126.50.225,159.157.233.134,1,1
1438318803407,0,201.126.50.225,127.118.175.13,1,1
1438318803407,0,201.126.50.225,16.9.209.133,1,1
1438318803407,0,201.126.50.225,23.20.65.109,1,1
1438318803407,0,201.126.50.225,74.157.66.132,1,1
1438318803407,0,201.126.50.225,77.113.10.221,1,1
1438318803407,0,66.148.216.138,201.126.50.225,1,1
1438318803407,0,68.222.194.157,145.182.124.236,6,1
1438318803407,0,18c9:6b77:a40e:6451:bdc7:541b:6a7b:4ea9,1e12:41cf:f13a:e18b:de2b:d0:3f7b:da3,6,1
1438318803407,0,201.126.50.225,167.186.159.153,1,1
1438318803407,0,201.126.50.225,158.195.6.41,1,1
1438318803407,0,201.126.50.225,94.9.177.18,1,1
1438318803407,0,83.74.121.168,145.187.131.3,6,1
1438318803407,0,201.126.50.225,115.38.220.186,1,1
1438318803407,0,201.126.50.225,15.199.214.103,1,1
1438318803407,0,201.126.50.225,111.125.209.57,1,1
1438318803407,0,201.126.50.225,161.116.73.210,1,1
1438318803407,0,201.126.50.225,2.38.126.224,1,1
1438318803407,0,201.126.50.225,5.153.19.246,1,1
1438318803407,0,201.126.50.225,161.182.235.117,1,1
1438318803407,0,173.130.19.161,201.126.50.225,1,1
1438318803407,0,201.126.50.225,92.2.43.66,1,1
1438318803407,0,201.126.50.225,168.232.188.79,1,1
1438318803407,0,201.126.50.225,24.251.122.219,1,1
1438318803407,0,20.213.44.78,201.126.53.96,6,1
1438318803408,0,201.126.50.225,2.0.136.198,1,1
1438318803408,0,201.126.50.225,67.46.196.65,1,1
1438318803408,0,68.222.169.58,145.182.118.67,6,1
1438318803408,0,103.50.153.93,134.215.206.150,17,1
1438318803408,0,111.84.109.133,134.138.171.2,6,1
1438318803408,0,16.181.63.203,145.182.99.94,6,1
1438318803408,0,201.126.50.225,69.199.158.243,1,1
1438318803408,0,201.126.50.225,66.193.237.114,1,1
1438318803408,0,201.126.50.225,216.157.152.95,1,1
1438318803408,0,20.213.44.78,201.126.23.60,6,1
1438318803408,0,201.126.50.225,167.95.216.12,1,1
1438318803408,0,201.126.50.225,5.36.10.141,1,1
1438318803408,0,201.126.50.225,56.230.253.32,1,1
1438318803408,0,201.126.50.225,106.174.56.57,1,1
1438318803408,0,201.126.50.225,87.130.53.145,1,1
1438318803408,0,126.249.252.136,182.55.13.53,6,1
1438318803408,0,201.126.50.225,91.107.142.107,1,1
1438318803408,0,201.126.50.225,15.134.131.4,1,1
1438318803408,0,201.126.50.225,202.121.214.172,1,1
1438318803408,0,161.11.213.180,201.126.50.225,1,1
1438318803409,0,20.213.44.78,201.126.0.81,6,1
1438318803409,0,207.110.227.252,145.187.93.132,6,1
1438318803409,0,201.126.50.225,88.108.206.245,1,1
1438318803409,0,201.126.50.225,167.134.141.158,1,1
1438318803409,0,201.126.50.225,126.107.153.166,1,1
1438318803409,0,201.126.50.225,173.146.69.170,1,1
1438318803409,0,201.126.50.225,19.195.180.21,1,1
1438318803409,0,164.52.153.9,201.126.50.225,1,1
1438318803409,0,201.126.50.225,4.17.183.125,1,1
